frame_id,kp_name,kp_index,x_2d,y_2d
8,RKnee,2,NaN,NaN
8,RAnkle,3,NaN,NaN
8,LHip,4,NaN,NaN
8,LKnee,5,NaN,NaN
8,LAnkle,6,NaN,NaN
8,Spine1,7,NaN,NaN
8,Neck,8,NaN,NaN
8,Head,9,NaN,NaN
8,Site,10,NaN,NaN
8,LShoulder,11,NaN,NaN
8,LElbow,12,NaN,NaN
8,LWrist,13,NaN,NaN
8,RShoulder,14,NaN,NaN
8,RElbow,15,NaN,NaN
8,RWrist,16,NaN,NaN
9,Pelvis,0,NaN,NaN
9,RHip,1,NaN,NaN
9,RKnee,2,NaN,NaN
9,RAnkle,3,NaN,NaN
9,LHip,4,NaN,NaN
9,LKnee,5,NaN,NaN
9,LAnkle,6,NaN,NaN
9,Spine1,7,NaN,NaN
9,Neck,8,NaN,NaN
9,Head,9,NaN,NaN
9,Site,10,NaN,NaN
9,LShoulder,11,NaN,NaN
9,LElbow,12,NaN,NaN
9,LWrist,13,NaN,NaN
9,RShoulder,14,NaN,NaN
9,RElbow,15,NaN,NaN
9,RWrist,16,NaN,NaN
10,Pelvis,0,NaN,NaN
10,RHip,1,NaN,NaN
10,RKnee,2,NaN,NaN
10,RAnkle,3,NaN,NaN
10,LHip,4,NaN,NaN
10,LKnee,5,NaN,NaN
10,LAnkle,6,NaN,NaN
10,Spine1,7,NaN,NaN
10,Neck,8,NaN,NaN
10,Head,9,NaN,NaN
10,Site,10,NaN,NaN
10,LShoulder,11,NaN,NaN
10,LElbow,12,NaN,NaN
10,LWrist,13,NaN,NaN
10,RShoulder,14,NaN,NaN
10,RElbow,15,NaN,NaN
10,RWrist,16,NaN,NaN
11,Pelvis,0,NaN,NaN
11,RHip,1,NaN,NaN
11,RKnee,2,NaN,NaN
11,RAnkle,3,NaN,NaN
11,LHip,4,NaN,NaN
11,LKnee,5,NaN,NaN
11,LAnkle,6,NaN,NaN
11,Spine1,7,NaN,NaN
11,Neck,8,NaN,NaN
11,Head,9,NaN,NaN
11,Site,10,NaN,NaN
11,LShoulder,11,NaN,NaN
11,LElbow,12,NaN,NaN
11,LWrist,13,NaN,NaN
11,RShoulder,14,NaN,NaN
11,RElbow,15,NaN,NaN
11,RWrist,16,NaN,NaN
12,Pelvis,0,NaN,NaN
12,RHip,1,NaN,NaN
12,RKnee,2,NaN,NaN
12,RAnkle,3,NaN,NaN
12,LHip,4,NaN,NaN
12,LKnee,5,NaN,NaN
12,LAnkle,6,NaN,NaN
12,Spine1,7,NaN,NaN
12,Neck,8,NaN,NaN
12,Head,9,NaN,NaN
12,Site,10,NaN,NaN
12,LShoulder,11,NaN,NaN
12,LElbow,12,NaN,NaN
12,LWrist,13,NaN,NaN
12,RShoulder,14,NaN,NaN
12,RElbow,15,NaN,NaN
12,RWrist,16,NaN,NaN
13,Pelvis,0,NaN,NaN
13,RHip,1,NaN,NaN
13,RKnee,2,NaN,NaN
13,RAnkle,3,NaN,NaN
13,LHip,4,NaN,NaN
13,LKnee,5,NaN,NaN
13,LAnkle,6,NaN,NaN
13,Spine1,7,NaN,NaN
13,Neck,8,NaN,NaN
13,Head,9,NaN,NaN
13,Site,10,NaN,NaN
13,LShoulder,11,NaN,NaN
13,LElbow,12,NaN,NaN
13,LWrist,13,NaN,NaN
13,RShoulder,14,NaN,NaN
13,RElbow,15,NaN,NaN
13,RWrist,16,NaN,NaN
14,Pelvis,0,NaN,NaN
14,RHip,1,NaN,NaN
14,RKnee,2,NaN,NaN
14,RAnkle,3,NaN,NaN
14,LHip,4,NaN,NaN
14,LKnee,5,NaN,NaN
14,LAnkle,6,NaN,NaN
14,Spine1,7,NaN,NaN
14,Neck,8,NaN,NaN
14,Head,9,NaN,NaN
14,Site,10,NaN,NaN
14,LShoulder,11,NaN,NaN
14,LElbow,12,NaN,NaN
14,LWrist,13,NaN,NaN
14,RShoulder,14,NaN,NaN
14,RElbow,15,NaN,NaN
14,RWrist,16,NaN,NaN
15,Pelvis,0,NaN,NaN
15,RHip,1,NaN,NaN
15,RKnee,2,NaN,NaN
15,RAnkle,3,NaN,NaN
15,LHip,4,NaN,NaN
15,LKnee,5,NaN,NaN
15,LAnkle,6,NaN,NaN
15,Spine1,7,NaN,NaN
15,Neck,8,NaN,NaN
15,Head,9,NaN,NaN
15,Site,10,NaN,NaN
15,LShoulder,11,NaN,NaN
15,LElbow,12,NaN,NaN
15,LWrist,13,NaN,NaN
15,RShoulder,14,NaN,NaN
15,RElbow,15,NaN,NaN
15,RWrist,16,NaN,NaN
16,Pelvis,0,NaN,NaN
16,RHip,1,NaN,NaN
16,RKnee,2,NaN,NaN
16,RAnkle,3,NaN,NaN
16,LHip,4,NaN,NaN
16,LKnee,5,NaN,NaN
16,LAnkle,6,NaN,NaN
16,Spine1,7,NaN,NaN
16,Neck,8,NaN,NaN
16,Head,9,NaN,NaN
16,Site,10,NaN,NaN
16,LShoulder,11,NaN,NaN
16,LElbow,12,NaN,NaN
16,LWrist,13,NaN,NaN
16,RShoulder,14,NaN,NaN
16,RElbow,15,NaN,NaN
16,RWrist,16,NaN,NaN
17,Pelvis,0,NaN,NaN
17,RHip,1,NaN,NaN
17,RKnee,2,NaN,NaN
17,RAnkle,3,NaN,NaN
17,LHip,4,NaN,NaN
17,LKnee,5,NaN,NaN
17,LAnkle,6,NaN,NaN
17,Spine1,7,NaN,NaN
17,Neck,8,NaN,NaN
17,Head,9,NaN,NaN
17,Site,10,NaN,NaN
17,LShoulder,11,NaN,NaN
17,LElbow,12,NaN,NaN
17,LWrist,13,NaN,NaN
17,RShoulder,14,NaN,NaN
17,RElbow,15,NaN,NaN
17,RWrist,16,NaN,NaN
18,Pelvis,0,NaN,NaN
18,RHip,1,NaN,NaN
18,RKnee,2,NaN,NaN
18,RAnkle,3,NaN,NaN
18,LHip,4,NaN,NaN
18,LKnee,5,NaN,NaN
18,LAnkle,6,NaN,NaN
18,Spine1,7,NaN,NaN
18,Neck,8,NaN,NaN
18,Head,9,NaN,NaN
18,Site,10,NaN,NaN
18,LShoulder,11,NaN,NaN
18,LElbow,12,NaN,NaN
18,LWrist,13,NaN,NaN
18,RShoulder,14,NaN,NaN
18,RElbow,15,NaN,NaN
18,RWrist,16,NaN,NaN
19,Pelvis,0,NaN,NaN
19,RHip,1,NaN,NaN
19,RKnee,2,NaN,NaN
19,RAnkle,3,NaN,NaN
19,LHip,4,NaN,NaN
19,LKnee,5,NaN,NaN
19,LAnkle,6,NaN,NaN
19,Spine1,7,NaN,NaN
19,Neck,8,NaN,NaN
19,Head,9,NaN,NaN
19,Site,10,NaN,NaN
19,LShoulder,11,NaN,NaN
19,LElbow,12,NaN,NaN
19,LWrist,13,NaN,NaN
19,RShoulder,14,NaN,NaN
19,RElbow,15,NaN,NaN
19,RWrist,16,NaN,NaN
20,Pelvis,0,NaN,NaN
20,RHip,1,NaN,NaN
20,RKnee,2,NaN,NaN
20,RAnkle,3,NaN,NaN
20,LHip,4,NaN,NaN
20,LKnee,5,NaN,NaN
20,LAnkle,6,NaN,NaN
20,Spine1,7,NaN,NaN
20,Neck,8,NaN,NaN
20,Head,9,NaN,NaN
20,Site,10,NaN,NaN
20,LShoulder,11,NaN,NaN
20,LElbow,12,NaN,NaN
20,LWrist,13,NaN,NaN
20,RShoulder,14,NaN,NaN
20,RElbow,15,NaN,NaN
20,RWrist,16,NaN,NaN
21,Pelvis,0,NaN,NaN
21,RHip,1,NaN,NaN
21,RKnee,2,NaN,NaN
21,RAnkle,3,NaN,NaN
21,LHip,4,NaN,NaN
21,LKnee,5,NaN,NaN
21,LAnkle,6,NaN,NaN
21,Spine1,7,NaN,NaN
21,Neck,8,NaN,NaN
21,Head,9,NaN,NaN
21,Site,10,NaN,NaN
21,LShoulder,11,NaN,NaN
21,LElbow,12,NaN,NaN
21,LWrist,13,NaN,NaN
21,RShoulder,14,NaN,NaN
21,RElbow,15,NaN,NaN
21,RWrist,16,NaN,NaN
22,Pelvis,0,NaN,NaN
22,RHip,1,NaN,NaN
22,RKnee,2,NaN,NaN
22,RAnkle,3,NaN,NaN
22,LHip,4,NaN,NaN
22,LKnee,5,NaN,NaN
22,LAnkle,6,NaN,NaN
22,Spine1,7,NaN,NaN
22,Neck,8,NaN,NaN
22,Head,9,NaN,NaN
22,Site,10,NaN,NaN
22,LShoulder,11,NaN,NaN
22,LElbow,12,NaN,NaN
22,LWrist,13,NaN,NaN
22,RShoulder,14,NaN,NaN
22,RElbow,15,NaN,NaN
22,RWrist,16,NaN,NaN
23,Pelvis,0,NaN,NaN
23,RHip,1,NaN,NaN
23,RKnee,2,NaN,NaN
23,RAnkle,3,NaN,NaN
23,LHip,4,NaN,NaN
23,LKnee,5,NaN,NaN
23,LAnkle,6,NaN,NaN
23,Spine1,7,NaN,NaN
23,Neck,8,NaN,NaN
23,Head,9,NaN,NaN
23,Site,10,NaN,NaN
23,LShoulder,11,NaN,NaN
23,LElbow,12,NaN,NaN
23,LWrist,13,NaN,NaN
23,RShoulder,14,NaN,NaN
23,RElbow,15,NaN,NaN
23,RWrist,16,NaN,NaN
24,Pelvis,0,NaN,NaN
24,RHip,1,NaN,NaN
24,RKnee,2,NaN,NaN
24,RAnkle,3,NaN,NaN
24,LHip,4,NaN,NaN
24,LKnee,5,NaN,NaN
24,LAnkle,6,NaN,NaN
24,Spine1,7,NaN,NaN
24,Neck,8,NaN,NaN
24,Head,9,NaN,NaN
24,Site,10,NaN,NaN
24,LShoulder,11,NaN,NaN
24,LElbow,12,NaN,NaN
24,LWrist,13,NaN,NaN
24,RShoulder,14,NaN,NaN
24,RElbow,15,NaN,NaN
24,RWrist,16,NaN,NaN
25,Pelvis,0,NaN,NaN
25,RHip,1,NaN,NaN
25,RKnee,2,NaN,NaN
25,RAnkle,3,NaN,NaN
25,LHip,4,NaN,NaN
25,LKnee,5,NaN,NaN
25,LAnkle,6,NaN,NaN
25,Spine1,7,NaN,NaN
25,Neck,8,NaN,NaN
25,Head,9,NaN,NaN
25,Site,10,NaN,NaN
25,LShoulder,11,NaN,NaN
25,LElbow,12,NaN,NaN
25,LWrist,13,NaN,NaN
25,RShoulder,14,NaN,NaN
25,RElbow,15,NaN,NaN
25,RWrist,16,NaN,NaN
26,Pelvis,0,NaN,NaN
26,RHip,1,NaN,NaN
26,RKnee,2,NaN,NaN
26,RAnkle,3,NaN,NaN
26,LHip,4,NaN,NaN
26,LKnee,5,NaN,NaN
26,LAnkle,6,NaN,NaN
26,Spine1,7,NaN,NaN
26,Neck,8,NaN,NaN
26,Head,9,NaN,NaN
26,Site,10,NaN,NaN
26,LShoulder,11,NaN,NaN
26,LElbow,12,NaN,NaN
26,LWrist,13,NaN,NaN
26,RShoulder,14,NaN,NaN
26,RElbow,15,NaN,NaN
26,RWrist,16,NaN,NaN
27,Pelvis,0,NaN,NaN
27,RHip,1,NaN,NaN
27,RKnee,2,NaN,NaN
27,RAnkle,3,NaN,NaN
27,LHip,4,NaN,NaN
27,LKnee,5,NaN,NaN
27,LAnkle,6,NaN,NaN
27,Spine1,7,NaN,NaN
27,Neck,8,NaN,NaN
27,Head,9,NaN,NaN
27,Site,10,NaN,NaN
27,LShoulder,11,NaN,NaN
27,LElbow,12,NaN,NaN
27,LWrist,13,NaN,NaN
27,RShoulder,14,NaN,NaN
27,RElbow,15,NaN,NaN
27,RWrist,16,NaN,NaN
28,Pelvis,0,NaN,NaN
28,RHip,1,NaN,NaN
28,RKnee,2,NaN,NaN
28,RAnkle,3,NaN,NaN
28,LHip,4,NaN,NaN
28,LKnee,5,NaN,NaN
28,LAnkle,6,NaN,NaN
28,Spine1,7,NaN,NaN
28,Neck,8,NaN,NaN
28,Head,9,NaN,NaN
28,Site,10,NaN,NaN
28,LShoulder,11,NaN,NaN
28,LElbow,12,NaN,NaN
28,LWrist,13,NaN,NaN
28,RShoulder,14,NaN,NaN
28,RElbow,15,NaN,NaN
28,RWrist,16,NaN,NaN
29,Pelvis,0,NaN,NaN
29,RHip,1,NaN,NaN
29,RKnee,2,NaN,NaN
29,RAnkle,3,NaN,NaN
29,LHip,4,NaN,NaN
29,LKnee,5,NaN,NaN
29,LAnkle,6,NaN,NaN
29,Spine1,7,NaN,NaN
29,Neck,8,NaN,NaN
29,Head,9,NaN,NaN
29,Site,10,NaN,NaN
29,LShoulder,11,NaN,NaN
29,LElbow,12,NaN,NaN
29,LWrist,13,NaN,NaN
29,RShoulder,14,NaN,NaN
29,RElbow,15,NaN,NaN
29,RWrist,16,NaN,NaN
30,Pelvis,0,NaN,NaN
30,RHip,1,NaN,NaN
30,RKnee,2,NaN,NaN
30,RAnkle,3,NaN,NaN
30,LHip,4,NaN,NaN
30,LKnee,5,NaN,NaN
30,LAnkle,6,NaN,NaN
30,Spine1,7,NaN,NaN
30,Neck,8,NaN,NaN
30,Head,9,NaN,NaN
30,Site,10,NaN,NaN
30,LShoulder,11,NaN,NaN
30,LElbow,12,NaN,NaN
30,LWrist,13,NaN,NaN
30,RShoulder,14,NaN,NaN
30,RElbow,15,NaN,NaN
30,RWrist,16,NaN,NaN
31,Pelvis,0,NaN,NaN
31,RHip,1,NaN,NaN
31,RKnee,2,NaN,NaN
31,RAnkle,3,NaN,NaN
31,LHip,4,NaN,NaN
31,LKnee,5,NaN,NaN
31,LAnkle,6,NaN,NaN
31,Spine1,7,NaN,NaN
31,Neck,8,NaN,NaN
31,Head,9,NaN,NaN
31,Site,10,NaN,NaN
31,LShoulder,11,NaN,NaN
31,LElbow,12,NaN,NaN
31,LWrist,13,NaN,NaN
31,RShoulder,14,NaN,NaN
31,RElbow,15,NaN,NaN
31,RWrist,16,NaN,NaN
32,Pelvis,0,NaN,NaN
32,RHip,1,NaN,NaN
32,RKnee,2,NaN,NaN
32,RAnkle,3,NaN,NaN
32,LHip,4,NaN,NaN
32,LKnee,5,NaN,NaN
32,LAnkle,6,NaN,NaN
32,Spine1,7,NaN,NaN
32,Neck,8,NaN,NaN
32,Head,9,NaN,NaN
32,Site,10,NaN,NaN
32,LShoulder,11,NaN,NaN
32,LElbow,12,NaN,NaN
32,LWrist,13,NaN,NaN
32,RShoulder,14,NaN,NaN
32,RElbow,15,NaN,NaN
32,RWrist,16,NaN,NaN
33,Pelvis,0,NaN,NaN
33,RHip,1,NaN,NaN
33,RKnee,2,NaN,NaN
33,RAnkle,3,NaN,NaN
33,LHip,4,NaN,NaN
33,LKnee,5,NaN,NaN
33,LAnkle,6,NaN,NaN
33,Spine1,7,NaN,NaN
33,Neck,8,NaN,NaN
33,Head,9,NaN,NaN
33,Site,10,NaN,NaN
33,LShoulder,11,NaN,NaN
33,LElbow,12,NaN,NaN
33,LWrist,13,NaN,NaN
33,RShoulder,14,NaN,NaN
33,RElbow,15,NaN,NaN
33,RWrist,16,NaN,NaN
34,Pelvis,0,NaN,NaN
34,RHip,1,NaN,NaN
34,RKnee,2,NaN,NaN
34,RAnkle,3,NaN,NaN
34,LHip,4,NaN,NaN
34,LKnee,5,NaN,NaN
34,LAnkle,6,NaN,NaN
34,Spine1,7,NaN,NaN
34,Neck,8,NaN,NaN
34,Head,9,NaN,NaN
34,Site,10,NaN,NaN
34,LShoulder,11,NaN,NaN
34,LElbow,12,NaN,NaN
34,LWrist,13,NaN,NaN
34,RShoulder,14,NaN,NaN
34,RElbow,15,NaN,NaN
34,RWrist,16,NaN,NaN
35,Pelvis,0,NaN,NaN
35,RHip,1,NaN,NaN
35,RKnee,2,NaN,NaN
35,RAnkle,3,NaN,NaN
35,LHip,4,NaN,NaN
35,LKnee,5,NaN,NaN
35,LAnkle,6,NaN,NaN
35,Spine1,7,NaN,NaN
35,Neck,8,NaN,NaN
35,Head,9,NaN,NaN
35,Site,10,NaN,NaN
35,LShoulder,11,NaN,NaN
35,LElbow,12,NaN,NaN
35,LWrist,13,NaN,NaN
35,RShoulder,14,NaN,NaN
35,RElbow,15,NaN,NaN
35,RWrist,16,NaN,NaN
36,Pelvis,0,NaN,NaN
36,RHip,1,NaN,NaN
36,RKnee,2,NaN,NaN
36,RAnkle,3,NaN,NaN
36,LHip,4,NaN,NaN
36,LKnee,5,NaN,NaN
36,LAnkle,6,NaN,NaN
36,Spine1,7,NaN,NaN
36,Neck,8,NaN,NaN
36,Head,9,NaN,NaN
36,Site,10,NaN,NaN
36,LShoulder,11,NaN,NaN
36,LElbow,12,NaN,NaN
36,LWrist,13,NaN,NaN
36,RShoulder,14,NaN,NaN
36,RElbow,15,NaN,NaN
36,RWrist,16,NaN,NaN
37,Pelvis,0,NaN,NaN
37,RHip,1,NaN,NaN
37,RKnee,2,NaN,NaN
37,RAnkle,3,NaN,NaN
37,LHip,4,NaN,NaN
37,LKnee,5,NaN,NaN
37,LAnkle,6,NaN,NaN
37,Spine1,7,NaN,NaN
37,Neck,8,NaN,NaN
37,Head,9,NaN,NaN
37,Site,10,NaN,NaN
37,LShoulder,11,NaN,NaN
37,LElbow,12,NaN,NaN
37,LWrist,13,NaN,NaN
37,RShoulder,14,NaN,NaN
37,RElbow,15,NaN,NaN
37,RWrist,16,NaN,NaN
38,Pelvis,0,NaN,NaN
38,RHip,1,NaN,NaN
38,RKnee,2,NaN,NaN
38,RAnkle,3,NaN,NaN
38,LHip,4,NaN,NaN
38,LKnee,5,NaN,NaN
38,LAnkle,6,NaN,NaN
38,Spine1,7,NaN,NaN
38,Neck,8,NaN,NaN
38,Head,9,NaN,NaN
38,Site,10,NaN,NaN
38,LShoulder,11,NaN,NaN
38,LElbow,12,NaN,NaN
38,LWrist,13,NaN,NaN
38,RShoulder,14,NaN,NaN
38,RElbow,15,NaN,NaN
38,RWrist,16,NaN,NaN
39,Pelvis,0,NaN,NaN
39,RHip,1,NaN,NaN
39,RKnee,2,NaN,NaN
39,RAnkle,3,NaN,NaN
39,LHip,4,NaN,NaN
39,LKnee,5,NaN,NaN
39,LAnkle,6,NaN,NaN
39,Spine1,7,NaN,NaN
39,Neck,8,NaN,NaN
39,Head,9,NaN,NaN
39,Site,10,NaN,NaN
39,LShoulder,11,NaN,NaN
39,LElbow,12,NaN,NaN
39,LWrist,13,NaN,NaN
39,RShoulder,14,NaN,NaN
39,RElbow,15,NaN,NaN
39,RWrist,16,NaN,NaN
40,Pelvis,0,NaN,NaN
40,RHip,1,NaN,NaN
40,RKnee,2,NaN,NaN
40,RAnkle,3,NaN,NaN
40,LHip,4,NaN,NaN
40,LKnee,5,NaN,NaN
40,LAnkle,6,NaN,NaN
40,Spine1,7,NaN,NaN
40,Neck,8,NaN,NaN
40,Head,9,NaN,NaN
40,Site,10,NaN,NaN
40,LShoulder,11,NaN,NaN
40,LElbow,12,NaN,NaN
40,LWrist,13,NaN,NaN
40,RShoulder,14,NaN,NaN
40,RElbow,15,NaN,NaN
40,RWrist,16,NaN,NaN
41,Pelvis,0,NaN,NaN
41,RHip,1,NaN,NaN
41,RKnee,2,NaN,NaN
41,RAnkle,3,NaN,NaN
41,LHip,4,NaN,NaN
41,LKnee,5,NaN,NaN
41,LAnkle,6,NaN,NaN
41,Spine1,7,NaN,NaN
41,Neck,8,NaN,NaN
41,Head,9,NaN,NaN
41,Site,10,NaN,NaN
41,LShoulder,11,NaN,NaN
41,LElbow,12,NaN,NaN
41,LWrist,13,NaN,NaN
41,RShoulder,14,NaN,NaN
41,RElbow,15,NaN,NaN
41,RWrist,16,NaN,NaN
42,Pelvis,0,NaN,NaN
42,RHip,1,NaN,NaN
42,RKnee,2,NaN,NaN
42,RAnkle,3,NaN,NaN
42,LHip,4,NaN,NaN
42,LKnee,5,NaN,NaN
42,LAnkle,6,NaN,NaN
42,Spine1,7,NaN,NaN
42,Neck,8,NaN,NaN
42,Head,9,NaN,NaN
42,Site,10,NaN,NaN
42,LShoulder,11,NaN,NaN
42,LElbow,12,NaN,NaN
42,LWrist,13,NaN,NaN
42,RShoulder,14,NaN,NaN
42,RElbow,15,NaN,NaN
42,RWrist,16,NaN,NaN
43,Pelvis,0,NaN,NaN
43,RHip,1,NaN,NaN
43,RKnee,2,NaN,NaN
43,RAnkle,3,NaN,NaN
43,LHip,4,NaN,NaN
43,LKnee,5,NaN,NaN
43,LAnkle,6,NaN,NaN
43,Spine1,7,NaN,NaN
43,Neck,8,NaN,NaN
43,Head,9,NaN,NaN
43,Site,10,NaN,NaN
43,LShoulder,11,NaN,NaN
43,LElbow,12,NaN,NaN
43,LWrist,13,NaN,NaN
43,RShoulder,14,NaN,NaN
43,RElbow,15,NaN,NaN
43,RWrist,16,NaN,NaN
44,Pelvis,0,NaN,NaN
44,RHip,1,NaN,NaN
44,RKnee,2,NaN,NaN
44,RAnkle,3,NaN,NaN
44,LHip,4,NaN,NaN
44,LKnee,5,NaN,NaN
44,LAnkle,6,NaN,NaN
44,Spine1,7,NaN,NaN
44,Neck,8,NaN,NaN
44,Head,9,NaN,NaN
44,Site,10,NaN,NaN
44,LShoulder,11,NaN,NaN
44,LElbow,12,NaN,NaN
44,LWrist,13,NaN,NaN
44,RShoulder,14,NaN,NaN
44,RElbow,15,NaN,NaN
44,RWrist,16,NaN,NaN
45,Pelvis,0,NaN,NaN
45,RHip,1,NaN,NaN
45,RKnee,2,NaN,NaN
45,RAnkle,3,NaN,NaN
45,LHip,4,NaN,NaN
45,LKnee,5,NaN,NaN
45,LAnkle,6,NaN,NaN
45,Spine1,7,NaN,NaN
45,Neck,8,NaN,NaN
45,Head,9,NaN,NaN
45,Site,10,NaN,NaN
45,LShoulder,11,NaN,NaN
45,LElbow,12,NaN,NaN
45,LWrist,13,NaN,NaN
45,RShoulder,14,NaN,NaN
45,RElbow,15,NaN,NaN
45,RWrist,16,NaN,NaN
46,Pelvis,0,NaN,NaN
46,RHip,1,NaN,NaN
46,RKnee,2,NaN,NaN
46,RAnkle,3,NaN,NaN
46,LHip,4,NaN,NaN
46,LKnee,5,NaN,NaN
46,LAnkle,6,NaN,NaN
46,Spine1,7,NaN,NaN
46,Neck,8,NaN,NaN
46,Head,9,NaN,NaN
46,Site,10,NaN,NaN
46,LShoulder,11,NaN,NaN
46,LElbow,12,NaN,NaN
46,LWrist,13,NaN,NaN
46,RShoulder,14,NaN,NaN
46,RElbow,15,NaN,NaN
46,RWrist,16,NaN,NaN
47,Pelvis,0,NaN,NaN
47,RHip,1,NaN,NaN
47,RKnee,2,NaN,NaN
47,RAnkle,3,NaN,NaN
47,LHip,4,NaN,NaN
47,LKnee,5,NaN,NaN
47,LAnkle,6,NaN,NaN
47,Spine1,7,NaN,NaN
47,Neck,8,NaN,NaN
47,Head,9,NaN,NaN
47,Site,10,NaN,NaN
47,LShoulder,11,NaN,NaN
47,LElbow,12,NaN,NaN
47,LWrist,13,NaN,NaN
47,RShoulder,14,NaN,NaN
47,RElbow,15,NaN,NaN
47,RWrist,16,NaN,NaN
48,Pelvis,0,NaN,NaN
48,RHip,1,NaN,NaN
48,RKnee,2,NaN,NaN
48,RAnkle,3,NaN,NaN
48,LHip,4,NaN,NaN
48,LKnee,5,NaN,NaN
48,LAnkle,6,NaN,NaN
48,Spine1,7,NaN,NaN
48,Neck,8,NaN,NaN
48,Head,9,NaN,NaN
