frame_id,kp_name,kp_index,X_3d,Y_3d,Z_3d,estimated_Z_value
3,right_ear,4,NaN,NaN,NaN,Error
3,left_shoulder,5,-1316.4829334754204,484.4406257069083,6343.576243775133,6343.576243775133
3,right_shoulder,6,-1739.0426065314546,512.5186754382157,6337.7373525264375,6337.7373525264375
3,left_elbow,7,-1372.8342013038725,813.9062647036571,6732.917095417915,6732.917095417915
3,right_elbow,8,-1944.4261712050697,826.9286678948267,6721.239312920527,6721.239312920527
3,left_wrist,9,NaN,NaN,NaN,Error
3,right_wrist,10,NaN,NaN,NaN,Error
3,left_hip,11,NaN,NaN,NaN,Error
3,right_hip,12,NaN,NaN,NaN,Error
3,left_knee,13,NaN,NaN,NaN,Error
3,right_knee,14,NaN,NaN,NaN,Error
3,left_ankle,15,NaN,NaN,NaN,Error
3,right_ankle,16,NaN,NaN,NaN,Error
4,nose,0,NaN,NaN,NaN,Error
4,left_eye,1,NaN,NaN,NaN,Error
4,right_eye,2,NaN,NaN,NaN,Error
4,left_ear,3,NaN,NaN,NaN,Error
4,right_ear,4,NaN,NaN,NaN,Error
4,left_shoulder,5,-1356.053525257469,489.8265894105201,6484.966601918992,6484.966601918992
4,right_shoulder,6,-1780.1376583259923,519.3087016453665,6490.300874615998,6490.300874615998
4,left_elbow,7,-1405.701151552751,817.5748439024815,6861.383851549922,6861.383851549922
4,right_elbow,8,-1982.5165650039498,834.1233412061047,6872.052396943933,6872.052396943933
4,left_wrist,9,NaN,NaN,NaN,Error
4,right_wrist,10,NaN,NaN,NaN,Error
4,left_hip,11,NaN,NaN,NaN,Error
4,right_hip,12,NaN,NaN,NaN,Error
4,left_knee,13,NaN,NaN,NaN,Error
4,right_knee,14,NaN,NaN,NaN,Error
4,left_ankle,15,NaN,NaN,NaN,Error
4,right_ankle,16,NaN,NaN,NaN,Error
5,nose,0,NaN,NaN,NaN,Error
5,left_eye,1,NaN,NaN,NaN,Error
5,right_eye,2,NaN,NaN,NaN,Error
5,left_ear,3,NaN,NaN,NaN,Error
5,right_ear,4,NaN,NaN,NaN,Error
5,left_shoulder,5,-1308.644244039689,477.13578753676995,6313.598761747668,6313.598761747668
5,right_shoulder,6,-1727.1643999836022,505.51050408696415,6305.899224656232,6305.899224656232
5,left_elbow,7,-1354.834778844654,802.4815781686439,6651.975347235181,6651.975347235181
5,right_elbow,8,-1911.6055819123558,817.5798339869433,6636.57627305231,6636.57627305231
5,left_wrist,9,NaN,NaN,NaN,Error
5,right_wrist,10,NaN,NaN,NaN,Error
5,left_hip,11,NaN,NaN,NaN,Error
5,right_hip,12,NaN,NaN,NaN,Error
5,left_knee,13,NaN,NaN,NaN,Error
5,right_knee,14,NaN,NaN,NaN,Error
5,left_ankle,15,NaN,NaN,NaN,Error
5,right_ankle,16,NaN,NaN,NaN,Error
6,nose,0,NaN,NaN,NaN,Error
6,left_eye,1,NaN,NaN,NaN,Error
6,right_eye,2,NaN,NaN,NaN,Error
6,left_ear,3,NaN,NaN,NaN,Error
6,right_ear,4,NaN,NaN,NaN,Error
6,left_shoulder,5,NaN,NaN,NaN,Error
6,right_shoulder,6,NaN,NaN,NaN,Error
6,left_elbow,7,NaN,NaN,NaN,Error
6,right_elbow,8,NaN,NaN,NaN,Error
6,left_wrist,9,NaN,NaN,NaN,Error
6,right_wrist,10,NaN,NaN,NaN,Error
6,left_hip,11,NaN,NaN,NaN,Error
6,right_hip,12,NaN,NaN,NaN,Error
6,left_knee,13,NaN,NaN,NaN,Error
6,right_knee,14,NaN,NaN,NaN,Error
6,left_ankle,15,NaN,NaN,NaN,Error
6,right_ankle,16,NaN,NaN,NaN,Error
7,nose,0,NaN,NaN,NaN,Error
7,left_eye,1,NaN,NaN,NaN,Error
7,right_eye,2,NaN,NaN,NaN,Error
7,left_ear,3,NaN,NaN,NaN,Error
7,right_ear,4,NaN,NaN,NaN,Error
7,left_shoulder,5,-1320.5578354520578,488.97191589837536,6364.726251154127,6364.726251154127
7,right_shoulder,6,-1746.7432440245816,513.3355866531713,6353.433031452509,6353.433031452509
7,left_elbow,7,-1393.8798294236617,824.1599874942639,6823.635327762127,6823.635327762127
7,right_elbow,8,-1986.879189560022,826.272079045747,6801.04888835889,6801.04888835889
7,left_wrist,9,NaN,NaN,NaN,Error
7,right_wrist,10,NaN,NaN,NaN,Error
7,left_hip,11,NaN,NaN,NaN,Error
7,right_hip,12,NaN,NaN,NaN,Error
7,left_knee,13,NaN,NaN,NaN,Error
7,right_knee,14,NaN,NaN,NaN,Error
7,left_ankle,15,NaN,NaN,NaN,Error
7,right_ankle,16,NaN,NaN,NaN,Error
8,nose,0,NaN,NaN,NaN,Error
8,left_eye,1,NaN,NaN,NaN,Error
8,right_eye,2,NaN,NaN,NaN,Error
8,left_ear,3,NaN,NaN,NaN,Error
8,right_ear,4,NaN,NaN,NaN,Error
8,left_shoulder,5,-1326.2660702784046,490.5422814617389,6395.988464309448,6395.988464309448
8,right_shoulder,6,-1753.7318685333257,509.4227424654252,6386.384636372553,6386.384636372553
8,left_elbow,7,-1404.295155954704,826.5876562548336,6864.329022204185,6864.329022204185
8,right_elbow,8,-2014.4920544601928,814.5220020853634,6845.121366330397,6845.121366330397
8,left_wrist,9,NaN,NaN,NaN,Error
8,right_wrist,10,NaN,NaN,NaN,Error
8,left_hip,11,NaN,NaN,NaN,Error
8,right_hip,12,NaN,NaN,NaN,Error
8,left_knee,13,NaN,NaN,NaN,Error
8,right_knee,14,NaN,NaN,NaN,Error
8,left_ankle,15,NaN,NaN,NaN,Error
8,right_ankle,16,NaN,NaN,NaN,Error
9,nose,0,NaN,NaN,NaN,Error
9,left_eye,1,NaN,NaN,NaN,Error
9,right_eye,2,NaN,NaN,NaN,Error
9,left_ear,3,NaN,NaN,NaN,Error
9,right_ear,4,NaN,NaN,NaN,Error
9,left_shoulder,5,-1300.5784078662239,474.7253551610847,6294.966243873937,6294.966243873937
9,right_shoulder,6,-1723.119562182655,504.87974170851356,6289.02111720834,6289.02111720834
9,left_elbow,7,-1356.8122980318872,803.7881575386114,6683.430168165954,6683.430168165954
9,right_elbow,8,-1933.4051701224832,817.0266887389718,6671.539914834761,6671.539914834761
9,left_wrist,9,NaN,NaN,NaN,Error
9,right_wrist,10,NaN,NaN,NaN,Error
9,left_hip,11,NaN,NaN,NaN,Error
9,right_hip,12,NaN,NaN,NaN,Error
9,left_knee,13,NaN,NaN,NaN,Error
9,right_knee,14,NaN,NaN,NaN,Error
9,left_ankle,15,NaN,NaN,NaN,Error
9,right_ankle,16,NaN,NaN,NaN,Error
10,nose,0,NaN,NaN,NaN,Error
10,left_eye,1,NaN,NaN,NaN,Error
10,right_eye,2,NaN,NaN,NaN,Error
10,left_ear,3,NaN,NaN,NaN,Error
10,right_ear,4,NaN,NaN,NaN,Error
10,left_shoulder,5,NaN,NaN,NaN,Error
10,right_shoulder,6,NaN,NaN,NaN,Error
10,left_elbow,7,NaN,NaN,NaN,Error
10,right_elbow,8,NaN,NaN,NaN,Error
10,left_wrist,9,NaN,NaN,NaN,Error
10,right_wrist,10,NaN,NaN,NaN,Error
10,left_hip,11,NaN,NaN,NaN,Error
10,right_hip,12,NaN,NaN,NaN,Error
10,left_knee,13,NaN,NaN,NaN,Error
10,right_knee,14,NaN,NaN,NaN,Error
10,left_ankle,15,NaN,NaN,NaN,Error
10,right_ankle,16,NaN,NaN,NaN,Error
11,nose,0,NaN,NaN,NaN,Error
11,left_eye,1,NaN,NaN,NaN,Error
11,right_eye,2,NaN,NaN,NaN,Error
11,left_ear,3,NaN,NaN,NaN,Error
11,right_ear,4,NaN,NaN,NaN,Error
11,left_shoulder,5,NaN,NaN,NaN,Error
11,right_shoulder,6,NaN,NaN,NaN,Error
11,left_elbow,7,NaN,NaN,NaN,Error
11,right_elbow,8,NaN,NaN,NaN,Error
11,left_wrist,9,NaN,NaN,NaN,Error
11,right_wrist,10,NaN,NaN,NaN,Error
11,left_hip,11,NaN,NaN,NaN,Error
11,right_hip,12,NaN,NaN,NaN,Error
11,left_knee,13,NaN,NaN,NaN,Error
11,right_knee,14,NaN,NaN,NaN,Error
11,left_ankle,15,NaN,NaN,NaN,Error
11,right_ankle,16,NaN,NaN,NaN,Error
12,nose,0,NaN,NaN,NaN,Error
12,left_eye,1,NaN,NaN,NaN,Error
12,right_eye,2,NaN,NaN,NaN,Error
12,left_ear,3,NaN,NaN,NaN,Error
12,right_ear,4,NaN,NaN,NaN,Error
12,left_shoulder,5,NaN,NaN,NaN,Error
12,right_shoulder,6,NaN,NaN,NaN,Error
12,left_elbow,7,NaN,NaN,NaN,Error
12,right_elbow,8,NaN,NaN,NaN,Error
12,left_wrist,9,NaN,NaN,NaN,Error
12,right_wrist,10,NaN,NaN,NaN,Error
12,left_hip,11,NaN,NaN,NaN,Error
12,right_hip,12,NaN,NaN,NaN,Error
12,left_knee,13,NaN,NaN,NaN,Error
12,right_knee,14,NaN,NaN,NaN,Error
12,left_ankle,15,NaN,NaN,NaN,Error
12,right_ankle,16,NaN,NaN,NaN,Error
13,nose,0,NaN,NaN,NaN,Error
13,left_eye,1,NaN,NaN,NaN,Error
13,right_eye,2,NaN,NaN,NaN,Error
13,left_ear,3,NaN,NaN,NaN,Error
13,right_ear,4,NaN,NaN,NaN,Error
13,left_shoulder,5,-1301.0471356517955,479.4894279083702,6280.119774453571,6280.119774453571
13,right_shoulder,6,-1724.986726793273,507.42943656526575,6295.391087582921,6295.391087582921
13,left_elbow,7,-1344.3951909407856,803.9035061887204,6602.266726060694,6602.266726060694
13,right_elbow,8,-1911.512119954831,820.1206129362259,6632.809352319395,6632.809352319395
13,left_wrist,9,NaN,NaN,NaN,Error
13,right_wrist,10,NaN,NaN,NaN,Error
13,left_hip,11,NaN,NaN,NaN,Error
13,right_hip,12,NaN,NaN,NaN,Error
13,left_knee,13,NaN,NaN,NaN,Error
13,right_knee,14,NaN,NaN,NaN,Error
13,left_ankle,15,NaN,NaN,NaN,Error
13,right_ankle,16,NaN,NaN,NaN,Error
14,nose,0,NaN,NaN,NaN,Error
14,left_eye,1,NaN,NaN,NaN,Error
14,right_eye,2,NaN,NaN,NaN,Error
14,left_ear,3,NaN,NaN,NaN,Error
14,right_ear,4,NaN,NaN,NaN,Error
14,left_shoulder,5,-1335.2891191278509,486.7469271801422,6434.204391684629,6434.204391684629
14,right_shoulder,6,-1763.9083459905473,515.9010174441519,6438.116173608956,6438.116173608956
14,left_elbow,7,-1407.0900739710648,820.3031932957342,6876.9892607798165,6876.9892607798165
14,right_elbow,8,-2004.8659107848514,827.8214425428741,6884.812824628471,6884.812824628471
14,left_wrist,9,NaN,NaN,NaN,Error
14,right_wrist,10,NaN,NaN,NaN,Error
14,left_hip,11,NaN,NaN,NaN,Error
14,right_hip,12,NaN,NaN,NaN,Error
14,left_knee,13,NaN,NaN,NaN,Error
14,right_knee,14,NaN,NaN,NaN,Error
14,left_ankle,15,NaN,NaN,NaN,Error
14,right_ankle,16,NaN,NaN,NaN,Error
15,nose,0,NaN,NaN,NaN,Error
15,left_eye,1,NaN,NaN,NaN,Error
15,right_eye,2,NaN,NaN,NaN,Error
15,left_ear,3,NaN,NaN,NaN,Error
15,right_ear,4,NaN,NaN,NaN,Error
15,left_shoulder,5,NaN,NaN,NaN,Error
15,right_shoulder,6,NaN,NaN,NaN,Error
15,left_elbow,7,NaN,NaN,NaN,Error
15,right_elbow,8,NaN,NaN,NaN,Error
15,left_wrist,9,NaN,NaN,NaN,Error
15,right_wrist,10,NaN,NaN,NaN,Error
15,left_hip,11,NaN,NaN,NaN,Error
15,right_hip,12,NaN,NaN,NaN,Error
15,left_knee,13,NaN,NaN,NaN,Error
15,right_knee,14,NaN,NaN,NaN,Error
15,left_ankle,15,NaN,NaN,NaN,Error
15,right_ankle,16,NaN,NaN,NaN,Error
16,nose,0,NaN,NaN,NaN,Error
16,left_eye,1,NaN,NaN,NaN,Error
16,right_eye,2,NaN,NaN,NaN,Error
16,left_ear,3,NaN,NaN,NaN,Error
16,right_ear,4,NaN,NaN,NaN,Error
16,left_shoulder,5,-1312.8507305225799,479.5140889340117,6322.845707741397,6322.845707741397
16,right_shoulder,6,-1737.4656553372931,509.4982926815362,6331.1813899409135,6331.1813899409135
16,left_elbow,7,-1362.0319408518517,806.6351868510702,6685.978086051614,6685.978086051614
16,right_elbow,8,-1933.8758626548758,824.7533130660507,6702.649450450646,6702.649450450646
16,left_wrist,9,NaN,NaN,NaN,Error
16,right_wrist,10,NaN,NaN,NaN,Error
16,left_hip,11,NaN,NaN,NaN,Error
16,right_hip,12,NaN,NaN,NaN,Error
16,left_knee,13,NaN,NaN,NaN,Error
16,right_knee,14,NaN,NaN,NaN,Error
16,left_ankle,15,NaN,NaN,NaN,Error
16,right_ankle,16,NaN,NaN,NaN,Error
17,nose,0,NaN,NaN,NaN,Error
17,left_eye,1,NaN,NaN,NaN,Error
17,right_eye,2,NaN,NaN,NaN,Error
17,left_ear,3,NaN,NaN,NaN,Error
17,right_ear,4,NaN,NaN,NaN,Error
17,left_shoulder,5,NaN,NaN,NaN,Error
17,right_shoulder,6,NaN,NaN,NaN,Error
17,left_elbow,7,NaN,NaN,NaN,Error
17,right_elbow,8,NaN,NaN,NaN,Error
17,left_wrist,9,NaN,NaN,NaN,Error
17,right_wrist,10,NaN,NaN,NaN,Error
17,left_hip,11,NaN,NaN,NaN,Error
17,right_hip,12,NaN,NaN,NaN,Error
17,left_knee,13,NaN,NaN,NaN,Error
17,right_knee,14,NaN,NaN,NaN,Error
17,left_ankle,15,NaN,NaN,NaN,Error
17,right_ankle,16,NaN,NaN,NaN,Error
18,nose,0,NaN,NaN,NaN,Error
18,left_eye,1,NaN,NaN,NaN,Error
18,right_eye,2,NaN,NaN,NaN,Error
18,left_ear,3,NaN,NaN,NaN,Error
18,right_ear,4,NaN,NaN,NaN,Error
18,left_shoulder,5,-1298.9687095874592,479.66294305953073,6299.221082974555,6299.221082974555
18,right_shoulder,6,-1737.7190012159058,511.9941090812927,6356.41752189259,6356.41752189259
18,left_elbow,7,-1348.5897172510768,807.4516471160899,6670.502897658345,6670.502897658345
18,right_elbow,8,-1954.7316469074322,830.0029119891417,6784.895775494415,6784.895775494415
18,left_wrist,9,NaN,NaN,NaN,Error
18,right_wrist,10,NaN,NaN,NaN,Error
18,left_hip,11,NaN,NaN,NaN,Error
18,right_hip,12,NaN,NaN,NaN,Error
18,left_knee,13,NaN,NaN,NaN,Error
18,right_knee,14,NaN,NaN,NaN,Error
18,left_ankle,15,NaN,NaN,NaN,Error
18,right_ankle,16,NaN,NaN,NaN,Error
19,nose,0,NaN,NaN,NaN,Error
19,left_eye,1,NaN,NaN,NaN,Error
19,right_eye,2,NaN,NaN,NaN,Error
19,left_ear,3,NaN,NaN,NaN,Error
19,right_ear,4,NaN,NaN,NaN,Error
19,left_shoulder,5,-1311.2051020965569,481.95316679369694,6346.690552353219,6346.690552353219
19,right_shoulder,6,-1738.6188975386835,513.0474628219941,6351.7674246465185,6351.7674246465185
19,left_elbow,7,-1372.1491377348532,813.3173207632473,6764.183097687403,6764.183097687403
19,right_elbow,8,-1966.9413507754045,825.7953363332493,6774.336842274002,6774.336842274002
19,left_wrist,9,NaN,NaN,NaN,Error
19,right_wrist,10,NaN,NaN,NaN,Error
19,left_hip,11,NaN,NaN,NaN,Error
19,right_hip,12,NaN,NaN,NaN,Error
19,left_knee,13,NaN,NaN,NaN,Error
19,right_knee,14,NaN,NaN,NaN,Error
19,left_ankle,15,NaN,NaN,NaN,Error
19,right_ankle,16,NaN,NaN,NaN,Error
20,nose,0,NaN,NaN,NaN,Error
20,left_eye,1,NaN,NaN,NaN,Error
20,right_eye,2,NaN,NaN,NaN,Error
20,left_ear,3,NaN,NaN,NaN,Error
20,right_ear,4,NaN,NaN,NaN,Error
20,left_shoulder,5,-1315.0978033336892,481.8764679571365,6343.219302049833,6343.219302049833
20,right_shoulder,6,-1739.1893740116634,510.28408981124846,6352.903786243502,6352.903786243502
20,left_elbow,7,-1364.502386738911,808.3122140502635,6693.402948295931,6693.402948295931
20,right_elbow,8,-1945.8679605633997,819.5991004343256,6712.771916683271,6712.771916683271
20,left_wrist,9,NaN,NaN,NaN,Error
20,right_wrist,10,NaN,NaN,NaN,Error
20,left_hip,11,NaN,NaN,NaN,Error
20,right_hip,12,NaN,NaN,NaN,Error
20,left_knee,13,NaN,NaN,NaN,Error
20,right_knee,14,NaN,NaN,NaN,Error
20,left_ankle,15,NaN,NaN,NaN,Error
20,right_ankle,16,NaN,NaN,NaN,Error
21,nose,0,NaN,NaN,NaN,Error
21,left_eye,1,NaN,NaN,NaN,Error
21,right_eye,2,NaN,NaN,NaN,Error
21,left_ear,3,NaN,NaN,NaN,Error
21,right_ear,4,NaN,NaN,NaN,Error
21,left_shoulder,5,-1311.1341690245051,487.8604561683645,6321.871053402716,6321.871053402716
21,right_shoulder,6,-1737.0476638876685,513.2108347264615,6330.412616131807,6330.412616131807
21,left_elbow,7,-1364.1330831006705,816.5867397645223,6698.2377870561795,6698.2377870561795
21,right_elbow,8,-1941.4502356001597,828.2970807458881,6715.320912514362,6715.320912514362
21,left_wrist,9,NaN,NaN,NaN,Error
21,right_wrist,10,NaN,NaN,NaN,Error
21,left_hip,11,NaN,NaN,NaN,Error
21,right_hip,12,NaN,NaN,NaN,Error
21,left_knee,13,NaN,NaN,NaN,Error
21,right_knee,14,NaN,NaN,NaN,Error
21,left_ankle,15,NaN,NaN,NaN,Error
21,right_ankle,16,NaN,NaN,NaN,Error
22,nose,0,NaN,NaN,NaN,Error
22,left_eye,1,NaN,NaN,NaN,Error
22,right_eye,2,NaN,NaN,NaN,Error
22,left_ear,3,NaN,NaN,NaN,Error
22,right_ear,4,NaN,NaN,NaN,Error
22,left_shoulder,5,-1321.306416187209,479.3299925059262,6366.92120075576,6366.92120075576
22,right_shoulder,6,-1743.6647733994248,506.16887206206485,6355.190252642815,6355.190252642815
22,left_elbow,7,-1380.6566513585133,809.811853792604,6776.768713091691,6776.768713091691
22,right_elbow,8,-1965.4389153842956,816.5392864134809,6753.306816865801,6753.306816865801
22,left_wrist,9,NaN,NaN,NaN,Error
22,right_wrist,10,NaN,NaN,NaN,Error
22,left_hip,11,NaN,NaN,NaN,Error
22,right_hip,12,NaN,NaN,NaN,Error
22,left_knee,13,NaN,NaN,NaN,Error
22,right_knee,14,NaN,NaN,NaN,Error
22,left_ankle,15,NaN,NaN,NaN,Error
22,right_ankle,16,NaN,NaN,NaN,Error
23,nose,0,NaN,NaN,NaN,Error
23,left_eye,1,NaN,NaN,NaN,Error
23,right_eye,2,NaN,NaN,NaN,Error
23,left_ear,3,NaN,NaN,NaN,Error
23,right_ear,4,NaN,NaN,NaN,Error
23,left_shoulder,5,-1199.4175172957432,454.85709096370636,5807.3312032381,5807.3312032381
23,right_shoulder,6,-1728.671298269723,514.1895825900715,6282.523616169568,6282.523616169568
23,left_elbow,7,NaN,NaN,NaN,Error
23,right_elbow,8,-1978.360157173034,829.0484736637031,6757.716029101038,6757.716029101038
23,left_wrist,9,NaN,NaN,NaN,Error
23,right_wrist,10,NaN,NaN,NaN,Error
23,left_hip,11,NaN,NaN,NaN,Error
23,right_hip,12,NaN,NaN,NaN,Error
23,left_knee,13,NaN,NaN,NaN,Error
23,right_knee,14,NaN,NaN,NaN,Error
23,left_ankle,15,NaN,NaN,NaN,Error
23,right_ankle,16,NaN,NaN,NaN,Error
24,nose,0,NaN,NaN,NaN,Error
24,left_eye,1,NaN,NaN,NaN,Error
24,right_eye,2,NaN,NaN,NaN,Error
24,left_ear,3,NaN,NaN,NaN,Error
24,right_ear,4,NaN,NaN,NaN,Error
24,left_shoulder,5,-1209.300732400424,450.6724475531001,5865.75619346591,5865.75619346591
24,right_shoulder,6,-1728.423375878323,510.5576425416187,6306.634044085727,6306.634044085727
24,left_elbow,7,NaN,NaN,NaN,Error
24,right_elbow,8,-1979.343366885913,817.0862834967419,6747.511894705543,6747.511894705543
24,left_wrist,9,NaN,NaN,NaN,Error
24,right_wrist,10,NaN,NaN,NaN,Error
24,left_hip,11,NaN,NaN,NaN,Error
24,right_hip,12,NaN,NaN,NaN,Error
24,left_knee,13,NaN,NaN,NaN,Error
24,right_knee,14,NaN,NaN,NaN,Error
24,left_ankle,15,NaN,NaN,NaN,Error
24,right_ankle,16,NaN,NaN,NaN,Error
25,nose,0,NaN,NaN,NaN,Error
25,left_eye,1,NaN,NaN,NaN,Error
25,right_eye,2,NaN,NaN,NaN,Error
25,left_ear,3,NaN,NaN,NaN,Error
25,right_ear,4,NaN,NaN,NaN,Error
25,left_shoulder,5,NaN,NaN,NaN,Error
25,right_shoulder,6,NaN,NaN,NaN,Error
25,left_elbow,7,NaN,NaN,NaN,Error
25,right_elbow,8,NaN,NaN,NaN,Error
25,left_wrist,9,NaN,NaN,NaN,Error
25,right_wrist,10,NaN,NaN,NaN,Error
25,left_hip,11,NaN,NaN,NaN,Error
25,right_hip,12,NaN,NaN,NaN,Error
25,left_knee,13,NaN,NaN,NaN,Error
25,right_knee,14,NaN,NaN,NaN,Error
25,left_ankle,15,NaN,NaN,NaN,Error
25,right_ankle,16,NaN,NaN,NaN,Error
26,nose,0,NaN,NaN,NaN,Error
26,left_eye,1,NaN,NaN,NaN,Error
26,right_eye,2,NaN,NaN,NaN,Error
26,left_ear,3,NaN,NaN,NaN,Error
26,right_ear,4,NaN,NaN,NaN,Error
26,left_shoulder,5,NaN,NaN,NaN,Error
26,right_shoulder,6,NaN,NaN,NaN,Error
26,left_elbow,7,NaN,NaN,NaN,Error
26,right_elbow,8,NaN,NaN,NaN,Error
26,left_wrist,9,NaN,NaN,NaN,Error
26,right_wrist,10,NaN,NaN,NaN,Error
26,left_hip,11,NaN,NaN,NaN,Error
26,right_hip,12,NaN,NaN,NaN,Error
26,left_knee,13,NaN,NaN,NaN,Error
26,right_knee,14,NaN,NaN,NaN,Error
26,left_ankle,15,NaN,NaN,NaN,Error
26,right_ankle,16,NaN,NaN,NaN,Error
27,nose,0,NaN,NaN,NaN,Error
27,left_eye,1,NaN,NaN,NaN,Error
27,right_eye,2,NaN,NaN,NaN,Error
27,left_ear,3,NaN,NaN,NaN,Error
27,right_ear,4,NaN,NaN,NaN,Error
27,left_shoulder,5,-1315.2916292273133,486.1590373181903,6349.9090417265525,6349.9090417265525
27,right_shoulder,6,-1738.3755731991346,508.0138679953794,6338.204645288195,6338.204645288195
27,left_elbow,7,-1376.264341680193,817.5991518720782,6764.557610167635,6764.557610167635
27,right_elbow,8,-1964.8468910092975,817.5555451667008,6741.148817290922,6741.148817290922
27,left_wrist,9,NaN,NaN,NaN,Error
27,right_wrist,10,NaN,NaN,NaN,Error
27,left_hip,11,NaN,NaN,NaN,Error
27,right_hip,12,NaN,NaN,NaN,Error
27,left_knee,13,NaN,NaN,NaN,Error
27,right_knee,14,NaN,NaN,NaN,Error
27,left_ankle,15,NaN,NaN,NaN,Error
27,right_ankle,16,NaN,NaN,NaN,Error
28,nose,0,NaN,NaN,NaN,Error
28,left_eye,1,NaN,NaN,NaN,Error
28,right_eye,2,NaN,NaN,NaN,Error
28,left_ear,3,NaN,NaN,NaN,Error
28,right_ear,4,NaN,NaN,NaN,Error
28,left_shoulder,5,-1309.4222829050182,481.5247586075447,6314.644291238556,6314.644291238556
28,right_shoulder,6,-1736.5487306178618,507.97653481654385,6330.97446963159,6330.97446963159
28,left_elbow,7,-1360.2836398748016,808.9657411055367,6678.057526850697,6678.057526850697
28,right_elbow,8,-1937.0036281898806,823.1904512270863,6710.717883636766,6710.717883636766
28,left_wrist,9,NaN,NaN,NaN,Error
28,right_wrist,10,NaN,NaN,NaN,Error
28,left_hip,11,NaN,NaN,NaN,Error
28,right_hip,12,NaN,NaN,NaN,Error
28,left_knee,13,NaN,NaN,NaN,Error
28,right_knee,14,NaN,NaN,NaN,Error
28,left_ankle,15,NaN,NaN,NaN,Error
28,right_ankle,16,NaN,NaN,NaN,Error
29,nose,0,NaN,NaN,NaN,Error
29,left_eye,1,NaN,NaN,NaN,Error
29,right_eye,2,NaN,NaN,NaN,Error
29,left_ear,3,NaN,NaN,NaN,Error
29,right_ear,4,NaN,NaN,NaN,Error
29,left_shoulder,5,NaN,NaN,NaN,Error
29,right_shoulder,6,NaN,NaN,NaN,Error
29,left_elbow,7,NaN,NaN,NaN,Error
29,right_elbow,8,NaN,NaN,NaN,Error
29,left_wrist,9,NaN,NaN,NaN,Error
29,right_wrist,10,NaN,NaN,NaN,Error
29,left_hip,11,NaN,NaN,NaN,Error
